X,Y,OBJECTID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_NAME,CHAIN_NAME,CHAIN_ESTABLISHMENT,SITE_ADDRESS
1335054.07488635,135133.055975109,1585,351587,0,350,Camp Mccullough,Camp Mccullough,20665 SE 264TH ST,98042,Covington,(425) 432-9470,Non-Profit Institution,II, , , , ," 
"
1377425.78804302,235228.227831602,1586,351588,0,350,Camp River Ranch,Camp River Ranch,33300 NE 32ND ST,98014,Carnation,,Non-Profit Institution,III, , , , ," 
"
1222740.93107477,137103.799408942,1587,351589,0,350,Camp Sealth,Camp Sealth,14500 SW CAMP SEALTH RD,98070,Vashon,(206) 826-8939,Non-Profit Institution,III, , , , ," 
"
1417699.54509377,172553.613351688,1588,351590,0,350,Camp Waskowitz Dining Hall,Camp Waskowitz Dining Hall,45505 SE 150TH ST,98045,North Bend,,School Lunch Program,II, , , , ," 
"
1289389.82500769,182870.829265773,1589,351591,0,350,Campbell Hill Elementary,Campbell Hill Elementary,6418 S 124TH ST,98178,Seattle,,School Lunch Program,II, , , , ," 
"
1272758.12992468,121738.041426599,1590,351592,0,350,Campeon Market- Grocery/Produce,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Grocery Store-no seating,I, , , , ," 
"
1272758.12992468,121738.041426599,1591,351593,0,350,Campeon Market- Juice Bar,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Seating 0-12,II, , , , ," 
"
1272758.12992468,121738.041426599,1592,351594,0,350,Campeon Market- Meat,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Meat/Sea Food,III, , , , ," 
"
1272758.12992468,121738.041426599,1593,351595,0,350,Campeon Market - Bakery/Tortilla,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Bakery-no seating,II, , , , ," 
"
1272758.12992468,121738.041426599,1594,351596,0,350,Campeon Market - Meat Display,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Meat/Sea Food,III, , , , ," 
"
1272758.12992468,121738.041426599,1595,351597,0,350,Campeon Market - Seafood,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Meat/Sea Food,III, , , , ," 
"
1272758.12992468,121738.041426599,1596,351598,0,350,Campeon Market - Service Deli,Campeon Market,31009 PACIFIC HWY S,98003,Federal Way,(206) 566-2895,Seating 0-12,III, , , , ," 
"
1272315.70298803,221587.064825267,1597,351599,0,350,Can'T Hot,Can'T Hot,523 MAYNARD AVE S,98104,Seattle,(312) 799-0076,Seating 0-12,II, , , , ," 
"
1273404.19195278,116687.66406019,1598,351600,0,350,Can-Am Pizza,Can-Am Pizza,32510 PACIFIC HWY S B,98003,Federal Way,(253) 332-4421,Seating 0-12,III, , , , ," 
"
1319408.61011435,232353.879905775,1599,351601,0,350,Can Am Pizza,Can Am Pizza,2125 BEL RED RD,98052,Redmond,(206) 271-7773,Seating 51-150,III, , , , ," 
"
1264010.1139562,192809.848429695,1600,351602,0,350,Can Bar,Can Bar,9427 17TH AVE SW,98106,Seattle,(206) 355-7155,Seating 13-50,III, , , , ," 
"
1268531.35688218,225991.826028854,1601,351603,0,350,Can Can,Can Can,95 PINE ST,98101,Seattle,(206) 372-1968,Seating 51-150,III, , , , ," 
"
1275851.55615252,245748.782905936,1602,351604,0,350,Can U C,Can U C,4730 UNIVERSITY WAY NE,98105,Seattle,(949) 678-9173,Seating 0-12,II, , , , ," 
"
1266220.19713444,240821.975502357,1603,351605,0,350,Canal Side Cafe,Canal Side Cafe,551 N 34TH ST,98103,Seattle,(206) 276-7460,Seating 51-150,III, , , , ," 
"
1297266.27907102,164156.91885902,1604,351606,0,350,Candor Coffee,Candor Coffee,200 SW 43RD ST,98057,Renton,(253) 486-2164,Seating 13-50,II, , , , ," 
"
1288070.69214727,170728.658996359,1605,351607,0,350,Candy Land Shop,Candy Land Shop,2800 SOUTHCENTER MALL,98188,Seattle,(509) 579-9339,Limited Food Services,, , , , ," 
"
1352924.11001235,201825.612550348,1606,351608,0,350,Candy Mache',Candy Mache',1836 25TH AVE NE STE #101,98029,Issaquah,(425) 394-4480,Seating 0-12,I, , , , ," 
"
1269493.09085111,226752.155873016,1607,351609,0,350,Candy Tyme,Candy Tyme,400 PINE ST,98101,Seattle,(503) 361-8611,Grocery Store-no seating,I, , , , ," 
"
1267350.06200069,238260.494076774,1608,351610,0,350,Canlis Restaurant,Canlis Restaurant,2576 AURORA AVE N,98109,Seattle,(206) 283-3313,Seating 151-250,III, , , , ," 
"
1274603.87492086,226497.546802193,1609,351611,0,350,Canon Whisky & Bitters Emporium,Canon Whisky & Bitters Emporium,928 12TH AVE,98122,Seattle,(206) 783-0359,Seating 13-50,III, , , , ," 
"
1319062.93495269,214297.556766525,1610,351612,0,350,Canteen Vending Avenue C-Verizon Wireless,Canteen Vending ,3245 158TH AVE SE,98008,Bellevue,(425) 342-9819,Grocery Store-no seating,I, , , , ," 
"
1288584.95916335,155929.60427694,1611,351613,0,350,Canteen Vending - Boeing 18-61,Canteen Vending - Boeing 18-61,20403 68TH AVE S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1271379.20289253,229832.832782522,1612,351614,0,350,Canteen Vending - Costco Seattle,Canteen Vending @  Costco Seattle,4401 4TH AVE S,98134,Seattle,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1311696.02613011,214145.04624477,1613,351615,0,350,Canteen Vending @ Aaa Of Washington,Canteen Vending @ Aaa Of Washington,3605 132ND AVE SE,98006,Bellevue,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1290593.98598519,154951.955969766,1614,351616,0,350,Canteen Vending @ Alaska Centerpoint,Canteen Vending @ Alaska Centerpoint,20829 72ND AVE S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1278969.92294727,159939.327228606,1615,351617,0,350,Canteen Vending @ Alaska Corporate,Canteen Vending @ Alaska Corporate,19300 INTERNATIONAL BL,98188,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1277664.78612186,160897.818421856,1616,351618,0,350,Canteen Vending @ Alaska Flight Ops,Canteen Vending @ Alaska Flight Ops,2651 S 192ND ST,98188,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1277649.11915845,154660.23772119,1617,351619,0,350,Canteen Vending @ Alaska Gold Coast,Canteen Vending @ Alaska Gold Coast,20833 INTERNATIONAL BL,98198,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1276980.81504886,162567.224859938,1618,351620,0,350,Canteen Vending @ Alaska Hanger,Canteen Vending @ Alaska Hanger,2868 S 188TH ST,98188,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1278315.6168412,159328.776940525,1619,351621,0,350,Canteen Vending @ Alaska Horizon,Canteen Vending @ Alaska Horizon,19521 INTERNATIONAL BL,98188,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1277664.82910077,156510.591632023,1620,351622,0,350,Canteen Vending @ Alaska Mcgee,Canteen Vending @ Alaska Mcgee,20313 28TH AVE S,98198,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1308086.39489794,281869.60206835,1621,351623,0,350,Canteen Vending @ All State,Canteen Vending @ All State,18911 NORTH CREEK PKWY,98011,Bothell,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1287742.81714685,154423.047906861,1622,351624,0,350,Canteen Vending @ Amazon Bf14 Southeast,Canteen Vending @ Amazon Bf14 SE,21005 64TH AVE S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1295472.46310486,156214.872407183,1623,351625,0,350,Canteen Vending @ Amazon Bf16,Canteen Vending @ Amazon Bf16,20202 84TH AVE S,98032,Kent,(253) 922-5500,Grocery Store-no seating,I, , , , ," 
"
1276243.45595928,155701.816018611,1624,351626,0,350,Canteen Vending @ Amazon Bf18,Canteen Vending @ Amazon Bf18,20529 24TH AVE S,98198,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1287742.81714685,154423.047906861,1625,351627,0,350,"Canteen Vending @ Amazon Bfi4; 2Nd Floor","Canteen Vending @ Amazon Bfi4; 2nd Flr",21005 64TH AVE S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1287742.81714685,154423.047906861,1626,351628,0,350,"Canteen Vending @ Amazon Bfi4; East And West","Canteen Vending @ Amazon Bfi4; E&W",21005 64TH AVE S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1287742.81714685,154423.047906861,1627,351629,0,350,"Canteen Vending @ Amazon Bfi4; Rear","Canteen Vending @ Amazon Bfi4; Rear",21005 64TH AVE S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1294713.8848976,172773.57813485,1628,351630,0,350,Canteen Vending @ Amazon Dses,Canteen Vending @ Amazon Dses,1101 SW 16TH ST,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1278895.55203302,189262.191483021,1629,351631,0,350,Canteen Vending @ Amazon Dwa2,Canteen Vending @ Amazon Dwa2,2871 S 102ND ST,98168,Burien,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1287245.74300978,155502.15565677,1630,351632,0,350,Canteen Vending @ Amazon Kent,Canteen Vending @ Amazon Kent,20526 59TH PL S,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1266888.06686169,226803.981556773,1631,351633,0,350,Canteen Vending @ Amdocs,Canteen Vending @ Amdocs,2211 ELLIOTT AVE,98121,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1301889.00703028,183019.05928427,1632,351634,0,350,Canteen Vending @ Boeing 10-18,Canteen Vending @ Boeing 10-18,635 PARK AVE N,98057,Renton,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1279689.94808203,190706.94613944,1633,351635,0,350,Canteen Vending @ Boeing 13-01,Canteen Vending @ Boeing 13-01,10002 E MARGINAL WAY,98168,Tukwila,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1291143.8251086,105315.333458439,1634,351636,0,350,Canteen Vending @ Boeing 17-07,Canteen Vending @ Boeing,900 1ST AVE N,98001,Auburn,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1291143.8251086,105315.333458439,1635,351637,0,350,Canteen Vending @ Boeing 17-10,Canteen Vending @ Boeing,900 1ST AVE N,98001,Auburn,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1291891.09198678,104766.434949934,1636,351638,0,350,Canteen Vending @ Boeing 17-12,Canteen Vending @ Boeing 17-12,700 15TH ST SW,98001,Auburn,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1291143.8251086,105315.333458439,1637,351639,0,350,Canteen Vending @ Boeing 17-45 C2,Canteen Vending @ Boeing,900 1ST AVE N,98001,Auburn,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1290770.1431132,104472.846954435,1638,351640,0,350,Canteen Vending @ Boeing 17-62,Canteen Vending @ Boeing 17-62,900 1ST AVE N,98001,Algona,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1291143.8251086,105315.333458439,1639,351641,0,350,Canteen Vending @ Boeing 17 - 45 H6,Canteen Vending @ Boeing,900 1ST AVE N,98001,Auburn,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1276615.5139422,176551.949515104,1640,351642,0,350,Canteen Vending @ Boeing 22-01,Canteen Vending @ Boeing 22-01,2201 S 142ND ST,98168,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1299964.61291319,185231.034847185,1641,351643,0,350,Canteen Vending @ Boeing 4-20,Canteen Vending @ Boeing 4-20,998 N LOGAN AVE,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1299653.03184344,184357.754769608,1642,351644,0,350,Canteen Vending @ Boeing 4-21,Canteen Vending @ Boeing 4-21,998 LOGAN AVE N,98057,Renton,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1299380.18297969,183757.037467107,1643,351645,0,350,Canteen Vending @ Boeing 4-21 D21,Canteen Vending @ Boeing 4-21 D21,998 LOGAN AVE N,98055,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1300715.66685727,185298.231891274,1644,351646,0,350,Canteen Vending @ Boeing 4-68,Canteen Vending @ Boeing 4-68,999 757TH AVE,98057,Renton,(253) 218-8350,Grocery Store-no seating,I, , , , ," 
"
1300672.63183835,185366.49290961,1645,351647,0,350,Canteen Vending @ Boeing 4-81,Canteen Vending @ Boeing 4-81,998 757TH AVE,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1300996.4510726,185793.02683343,1646,351648,0,350,Canteen Vending @ Boeing 4-82 Q7,Canteen Vending,998 LOGAN AVE N,98057,Renton,(253) 922-5500,Grocery Store-no seating,I, , , , ," 
"
1299389.72692385,180385.896243528,1647,351649,0,350,Canteen Vending @ Boeing 5-08,Canteen Vending @ Boeing 5-08,616 PERIMETER RD,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1314178.82497028,214844.968073264,1648,351650,0,350,Canteen Vending @ Booking.Com,Canteen Vending @ Booking.Com,13920 SE EASTGATE WAY,98005,Bellevue,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1291300.83398095,121469.842159852,1649,351651,0,350,Canteen Vending @ Costco Auburn Optical,Canteen Vending @Costco Auburn Optical,1802 M ST NW,98001,Auburn,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1268878.59995411,286269.837690443,1650,351652,0,350,Canteen Vending @ Costco Aurora Village,Canteen Vending @Costco Aurora Village,1175 N 205TH ST,98133,Shoreline,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1290333.32410493,165745.715550184,1651,351655,0,350,Canteen Vending @ Costco Tukwila,Canteen Vending @ Costco Tukwila,400 COSTCO DR STE 150,98188,Tukwila,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1268213.49006386,209286.395529017,1652,351656,0,350,Canteen Vending @ Dcg One (Mailhandlers),Canteen Vending @ Dcg One,4401 E MARGINAL WAY S,98134,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1294240.14503144,151793.46097444,1653,351657,0,350,Canteen Vending @ Esterline,Canteen Vending @ Esterline,8127 S 216TH ST,98032,Kent,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1304168.99984561,226762.142073527,1654,351658,0,350,Canteen Vending @ Expedia,Canteen Vending @ Expedia,333 108TH AVE NE,98004,Bellevue,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1321157.96291485,132200.019846439,1655,351653,0,350,Canteen Vending @ Costco Covington,Canteen Vending @ Costco Covington,27520 COVINGTON WAY SE,98042,Covington,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1273870.17002344,108297.430840686,1656,351654,0,350,Canteen Vending @ Costco Federal Way,Canteen Vending @ Costco Federal Way,35100 ENCHANTED PKWY S,98003,Federal Way,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1318342.67491028,236148.746331766,1657,351659,0,350,Canteen Vending @ Honeywell (Building 1),Canteen Vending @ Honeywell (Bldg 1),15001 NE 36TH ST,98052,Redmond,(425) 327-0646,Grocery Store-no seating,I, , , , ," 
"
1318342.67491028,236148.746331766,1658,351660,0,350,Canteen Vending @ Honeywell (Building 3),Canteen Vending @ Honeywell (Bldg 3),15001 NE 36TH ST,98052,Redmond,(425) 327-0646,Grocery Store-no seating,I, , , , ," 
"
1271605.24705985,223822.980957106,1659,351661,0,350,Canteen Vending @ King County Jail,Canteen Vending @ King County Jail,500 5TH AVE,98104,Seattle,(704) 328-5184,Grocery Store-no seating,I, , , , ," 
"
1292175.12586753,146831.384284437,1660,351662,0,350,Canteen Vending @ Mikron,Canteen Vending @ Mikron,1034 6TH AVE N,98032,Kent,(253) 922-5500,Grocery Store-no seating,I, , , , ," 
"
1317901.36509736,241320.703507528,1661,351663,0,350,Canteen Vending @ Nintendo Kirkland,Canteen Vending @ Nintendo Kirkland,5001 150TH AVE NE,98052,Redmond,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1401382.19715111,183576.028314695,1662,351664,0,350,Canteen Vending @ Nintendo North Bend,Canteen Vending @ Nintendo North Bend,1229 NW 8TH ST,98045,North Bend,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1318456.46995828,240907.059649765,1663,351665,0,350,Canteen Vending @ Nintendo Redmond,Canteen Vending @ Nintendo Redmond,4900 150TH AVE NE,98052,Redmond,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1272397.49285069,237159.123904184,1664,351666,0,350,Canteen Vending @ Northwest Administrators,Canteen Vending @ Northwest Admin.,2323 EASTLAKE AVE E,98102,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1290552.76297052,110590.641477361,1665,351667,0,350,Canteen Vending @ Oldcastle,Canteen Vending @ Oldcastle,2808 A ST SE,98002,Auburn,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1294422.97996761,120921.964318603,1666,351668,0,350,Canteen Vending @ Orion,Canteen Vending @ Orion,1590 A ST NE,98002,Auburn,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1296213.03084944,171477.291029274,1667,351669,0,350,Canteen Vending @ Providence Renton Sg1,Canteen Vending @ Providence Renton,2001 LIND AVE SW,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1278563.35486278,188807.845278859,1668,351670,0,350,Canteen Vending @ Providence River Front,Canteen Vending @Providence River Frnt,2811 S 102ND ST STE 220,98168,Seattle,(253) 992-5200,Grocery Store-no seating,I, , , , ," 
"
1280725.7888581,185222.50599286,1669,351671,0,350,Canteen Vending @ Psf Mechanical,Canteen Vending @ Psf Mechanical,11621 E MARGINAL WAY S,98168,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1271382.52703285,229883.257550433,1670,351672,0,350,Canteen Vending @ Rei,Canteen Vending @ Rei,222 YALE AVE N,98109,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1271098.52497619,199029.015125185,1671,351673,0,350,Canteen Vending @ Renewal By Anderson,Canteen Vending @Renewal By Anderson,7433 5TH AVE S,98108,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1315975.61993311,268877.996818021,1672,351674,0,350,Canteen Vending @ Ste. Michelle Winery,Canteen Vending @ Ste. Michelle Winery,14111 NE 145TH ST,98072,Woodinville,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1314599.27983803,261298.874509111,1673,351675,0,350,Canteen Vending @ Stryker North,Canteen Vending @ Stryker North,11811 WILLOWS RD NE,98052,Redmond,(704) 328-5184,Grocery Store-no seating,I, , , , ," 
"
1314599.27983803,261298.874509111,1674,351676,0,350,Canteen Vending @ Stryker South,Canteen Vending @ Stryker South,11811 WILLOWS RD NE,98052,Redmond,(704) 328-5184,Grocery Store-no seating,I, , , , ," 
"
1258165.01508211,246743.097846434,1675,351677,0,350,Canteen Vending @ Trident,Canteen Vending @ Trident,5303 SHILSHOLE AVE NW,98107,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1328969.91415444,248636.188220352,1676,351678,0,350,Canteen Vending @ Ups Redmond,Canteen Vending @ Ups Redmond,18001 NE UNION HILL RD,98052,Redmond,(704) 328-5184,Grocery Store-no seating,I, , , , ," 
"
1265381.27394353,217469.19642061,1677,351679,0,350,Canteen Vending @ Vigor Shipyard,Canteen Vending @ Vigor Shipyard,1801 16TH AVE SW,98134,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1297081.18692152,172692.003822938,1678,351680,0,350,Canteen Vending @ Wizards Of The Coast,Canteen Vending @ Wizards Of The Coast,1600 LIND AVE SW,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1265722.85889028,227759.899264351,1679,351681,0,350,Canteen Vending @ Zulily,Canteen Vending @ Zulily,2601 ELLIOTT AVE,98121,Seattle,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1320263.36693503,233769.154306188,1680,351682,0,350,Canteen Vending @Intel,Canteen Vending @Intel,2700 156TH AVE,98007,Redmond,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1300595.11690153,185538.979769349,1681,351683,0,350,Canteen Vending Boeing 4-81 H8,Canteen Vending Boeing 4-81 H8,999 757 AVE,98057,Renton,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1276897.98516202,165217.120478764,1682,351684,0,350,Canteen Vennding @ Alaska Ticketing,Canteen Vennding @ Alaska Ticketing,SEATAC MAIN TERMINAL,98158,Seatac,(253) 922-5200,Grocery Store-no seating,I, , , , ," 
"
1268625.00105186,227784.781104356,1683,351685,0,350,Cantina Lena,Cantina Lena,2101 5TH AVE,98121,Seattle,(206) 448-2001,Seating 13-50,III, , , , ," 
"
1302115.67094703,225630.625963852,1684,351686,0,350,Cantinetta,Cantinetta,10038 Main ST,98004,Bellevue,,Seating 13-50,III, , , , ," 
"
1269936.10604119,241176.5368011,1685,351687,0,350,Cantinetta,Cantinetta,3650 WALLINGFORD AVE N,98103,Seattle,(206) 632-1000,Seating 13-50,III, , , , ," 
"
1281689.01101303,203130.31400919,1686,351688,0,350,Canton Noodle House,Canton Noodle House,6008 M L KING JR WAY S,98118,Seattle,(206) 403-5918,Seating 13-50,III, , , , ," 
"
1272180.17504385,221581.03006044,1687,351689,0,350,Canton Wonton House,Canton Wonton House,608 S WELLER ST,98104,Seattle,,Seating 13-50,III, , , , ," 
"
1269920.34590212,225488.95826818,1688,351690,0,350,"Capital Grille; The  #8030","Capital Grille; The  #8030",1301 4TH AVE,98101,Seattle,(770) 901-6657,Seating 151-250,III, , , , ," 
"
1273636.33486119,229712.455070525,1689,351691,0,350,Capital Hill Espresso And Acai,Capital Hill Espresso And Acai,200 BROADWAY E,98102,Seattle,(425) 820-4381,Seating 13-50,III, , , , ," 
"
1269154.41797203,230470.912543103,1690,351692,0,350,Capital One Cafe,Capital One Cafe,333 WESTLAKE AVE N,98109,Seattle,(215) 238-3000,Seating 13-50,III, , , , ," 
"
1273445.07901011,227607.061643526,1691,351693,0,350,Capitol Cider,Capitol Cider,818 E PIKE ST,98122,Seattle,(206) 718-3739,Seating 51-150,III, , , , ," 
"
1258266.9718992,247854.263931185,1692,351694,0,350,Capitol Coffee Works,Capitol Coffee Works,2060 NW MARKET ST,98107,Seattle,(425) 322-4524,Seating 13-50,I, , , , ," 
"
1274381.70312111,224527.479548097,1693,351695,0,350,Capitol Hill Chevron,Capitol Hill Chevron,427 12TH AVE,98122,Seattle,(206) 324-5605,Seating 0-12,III, , , , ," 
"
1274443.20102961,226276.686679602,1694,351696,0,350,Capitol Hill Deli @ Seattle U,Capitol Hill Deli @ Seattle U,901 12TH AVE,98122,Seattle,(425) 213-6657,Seating 0-12,III, , , , ," 
"
1277504.58204594,164384.312761188,1695,351697,0,350,Capitol Hill Food Hall (Burger/Pizza/Chowder Shack),Capitol Hill Food Hall,17801 PACIFIC HWY S,98158,Seatac,(703) 723-7264,Seating 0-12,III, , , , ," 
"
1277504.58204594,164384.312761188,1696,351698,0,350,Capitol Hill Food Hall (Caffe Ladro),Capitol Hill Food Hall,17801 PACIFIC HWY S,98158,Seatac,(703) 723-7264,Seating 0-12,II, , , , ," 
"
1277504.58204594,164384.312761188,1697,351699,0,350,Capitol Hill Food Hall (Tap And Pour),Capitol Hill Food Hall,17801 PACIFIC HWY S,98158,Seatac,(703) 723-7264,Seating 0-12,I, , , , ," 
"
1343480.58788894,195285.039673522,1698,351700,0,350,Capri Cellars,Capri Cellars,88 FRONT ST S,98027,Issaquah,(401) 451-2120,Seating 13-50,II, , , , ," 
"
1275712.92814894,244778.986289099,1699,351701,0,350,Capsule Cafe,Capsule Cafe,4507 UNIVERSITY WAY NE,98105,Seattle,(206) 535-7458,Seating 13-50,III, , , , ," 
"
1272712.23303486,229426.619028017,1700,351702,0,350,Captain Blacks,Captain Blacks,129 BELMONT AVE E,98102,Seattle,(319) 594-4220,Seating 51-150,I, , , , ," 
"
1261014.08090627,243266.288527101,1701,351703,0,350,Captive Spirits Distilling,Captive Spirits Distilling,1138 W EWING ST #C,98119,Seattle,(206) 852-4794,Seating 13-50,I, , , , ," 
"
1317371.14010794,233229.153089598,1702,351704,0,350,"Car Wash Enterprises; Inc","Car Wash Enterprises; Inc",2421 148TH AVE NE,98007,Bellevue,,Grocery Store-no seating,I, , , , ," 
"
1254262.35097145,237448.375622272,1703,351705,0,350,"Caramello; Nutty Squirrel Gelato (Kc726)","Caramello; Nutty Squirrel Gelato (Kc726)",2425 33RD AVE W #B,98199,Seattle,(877) 738-7696,Mobile Food Unit,I, , , , ," 
"
1272677.35187103,212519.289653778,1704,351706,0,350,Caravan Crepes@206-701-6266,Caravan Crepes (Kc174),2425 33RD AVE W #3,98199,Seattle,(206) 701-6266,Mobile Food Unit,III, , , , ," 
"
1312643.55999619,230080.7735596,1705,351707,0,350,Card Kingdom,Card Kingdom,13310 BEL RED RD,98005,Bellevue,,Seating 151-250,III, , , , ," 
"
1294107.84706768,115684.043692097,1706,351708,0,350,Caribou Coffee Shop - Multicare - Auburn Medical Center,Caribou Coffee Shop - Auburn Med Ctr,202 N DIVISION ST,98001,Auburn,(253) 250-5448,Seating 0-12,II, , , , ," 
"
1301919.18315102,242470.812755853,1707,351709,0,350,Carillon Kitchen,Carillon Kitchen,2240 CARILLON PT,98033,Kirkland,(425) 822-3700,Seating 51-150,III, , , , ," 
"
1273298.92707144,121756.595851436,1708,351710,0,350,Carita Market,Carita Market,31007 PACIFIC HWY S A,98003,Federal Way,(253) 941-2099,Seating 0-12,III, , , , ," 
"
1312777.30513552,180960.281249598,1709,351711,0,350,Carl'S Jr.,Carl'S Jr.,4525 NE 4TH ST,98059,Renton,,Seating 51-150,III,PR0077603,CARL'S JR.,CARLS JR,Y,"4525 NE 4TH ST
"
1296511.79304719,264377.594073445,1710,351712,0,350,Carl Sandburg Elementary,Carl Sandburg Elem School,12801 84TH AVE NE,98034,Kirkland,,School Lunch Program,II, , , , ," 
"
1270681.32994445,227406.423265263,1711,351713,0,350,Carlile Room,Carlile Room,820 PINE ST,98101,Seattle,(206) 850-4122,Seating 51-150,III, , , , ," 
"
1274670.87511495,225257.281566188,1712,351714,0,350,Carmelo'S Tacos Cherry St,Carmelo'S Tacos Cherry St,1223 E CHERRY ST C121A,98122,Seattle,(206) 538-0001,Seating 13-50,III, , , , ," 
"
1272525.45388086,229297.846975848,1713,351715,0,350,Carmelos Tacos,Carmelos Tacos,110 SUMMIT AVE E,98102,Seattle,(206) 290-2241,Seating 0-12,III, , , , ," 
"
1302377.08085728,225855.573348597,1714,351716,0,350,Carmine'S Bellevue #2,Carmine'S Bellevue #2,88 102ND AVE NE,98004,Bellevue,(425) 786-0160,Seating 51-150,III, , , , ," 
"
1374388.57003611,238788.043546602,1715,351717,0,350,"Carnation Cafe; The","Carnation Cafe; The",4760 TOLT AVE,98014,Carnation,(425) 333-4304,Seating 51-150,III, , , , ," 
"
1374759.69396578,239513.123133183,1716,351718,0,350,Carnation Elementary,Carnation Elementary,4950 TOLT AVE,98014,Carnation,,School Lunch Program,II, , , , ," 
"
1364403.83606862,248576.240177527,1717,351719,0,350,Carnation Farm - Farmstand,Carnation Farm - Farmstand,28901 NE CARNATION FARM RD,98014,Carnation,(360) 305-6078,Seating 0-12,III, , , , ," 
"
